billboard_id,artists,track_name
2024-01-006,Andy Williams,It's The Most Wonderful Time Of The Year
2024-01-007,Dean Martin,"Let It Snow, Let It Snow, Let It Snow!"
2024-01-008,Jose Feliciano,Feliz Navidad
2024-01-010,The Ronettes,Sleigh Ride
2024-01-011,Ariana Grande,Santa Tell Me
2024-01-012,"Nat ""King"" Cole",The Christmas Song (Merry Christmas To You)
2024-01-013,Kelly Clarkson,Underneath The Tree
2024-01-014,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,White Christmas
2024-01-015,Darlene Love,Christmas (Baby Please Come Home)
2024-01-016,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,Jingle Bells
2024-01-017,Nat King Cole,Deck The Halls
2024-01-018,Elvis Presley,Blue Christmas
2024-01-020,Eartha Kitt With Henri Rene And His Orchestra,Santa Baby
2024-01-021,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane)
2024-01-022,Chuck Berry,Run Rudolph Run
2024-01-023,Michael Buble,It's Beginning To Look A Lot Like Christmas
2024-01-025,The Beach Boys,Little Saint Nick
2024-01-026,Paul McCartney,Wonderful Christmastime
2024-01-027,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas
2024-01-028,Eagles,Please Come Home For Christmas
2024-01-030,Jackson 5,Santa Claus Is Comin' To Town
2024-01-031,Zach Bryan Featuring Kacey Musgraves,I Remember Everything
2024-01-033,Thurl Ravenscroft,"You're A Mean One, Mr. Grinch"
2024-01-034,Donny Hathaway,This Christmas
2024-01-037,Justin Bieber,Mistletoe
2024-01-038,Andy Williams,Happy Holiday / The Holiday Season
2024-01-039,Vince Guaraldi Trio,Christmastime Is Here
2024-01-040,Jonas Brothers,Like It's Christmas
2024-01-041,Michael Buble,Have Yourself A Merry Little Christmas
2024-01-042,John & Yoko/The Plastic Ono Band With The Harlem Community Choir,Happy Xmas (War Is Over)
2024-01-043,Jackson 5,I Saw Mommy Kissing Santa Claus
2024-01-044,Morgan Wallen,Thinkin' Bout Me
