billboard_id,track_id,Track Name,Artist Name(s),Release Date,Duration (ms),Explicit,Genres,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2017-01-001,7MXVkk9YMctZqd1Srtv4MB,starboy,the weeknd;daft punk,2016-11-25,230453,true,"french house,electronic,electro",0.679,0.587,-7.015,1,0.276,0.141,0.00000635,0.137,0.486,186.003,4
2017-01-002,6fujklziTHa8uoM5OQSfIo,black beatles,rae sremmurd;gucci mane,2016-08-12,291893,true,"southern hip hop,rap,trap",0.794,0.632,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,4
2017-01-003,7BKLCZ1jbUBVqRi2FVlTVw,closer,the chainsmokers;halsey,2016-07-29,244960,false,,0.748,0.524,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4
2017-01-004,6b8Be6ljOzmkOmFslEb23P,24k magic,bruno mars,2016-11-18,225983,false,,0.818,0.803,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4
2017-01-005,1lItf5ZXJc1by9SbPeljFd,juju on that beat (tz anthem),zay hilfigerrr;zayion mccall,2016-09-30,144244,false,,0.807,0.887,-3.892,1,0.275,0.00381,0,0.391,0.78,160.517,4
2017-01-006,1pKeFVVUOPjFsOABub0OaV,side to side,ariana grande;nicki minaj,2016-05-20,226160,true,pop,0.65,0.736,-5.84,0,0.229,0.0528,0,0.235,0.613,159.173,4
2017-01-007,0lYBSQXN6rCTvUZvg9S0lU,let me love you,dj snake;justin bieber,2016-08-05,205946,false,,0.475,0.715,-5.371,1,0.058,0.0863,0.0000267,0.135,0.159,199.892,4
2017-01-010,343YBumqHu19cGoGARUTsd,fake love,drake,2017-03-18,210937,true,rap,0.928,0.481,-9.35,0,0.287,0.105,0,0.176,0.613,134.007,4
2017-01-012,3vZM2544ETmOCCHuBPZRzm,heathens,twenty one pilots,2016-08-05,195743,false,,0.737,0.476,-5.825,0,0.0262,0.0908,0.0000539,0.0968,0.555,90.028,4
2017-01-014,0prNGof3XqfTvNDxHonvdK,scars to your beautiful,alessia cara,2015-11-13,230226,false,,0.573,0.739,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,4
2017-01-016,0bYg9bo50gSsH3LtXe2SQn,all i want for christmas is you,mariah carey,1994-10-28,241562,false,christmas,0.336,0.627,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,4
2017-01-017,4Ce37cRWvM1vIGGynKcs22,starving,hailee steinfeld;grey;zedd,2016-07-22,181880,false,edm,0.728,0.616,-4.238,1,0.0645,0.378,0,0.105,0.508,99.962,4
2017-01-020,2aksifNn5ph8igDOkPBA02,love on the brain,rihanna,2016-01-28,224000,true,,0.509,0.637,-4.83,0,0.0471,0.0717,0.0000108,0.0789,0.378,172.006,3
2017-01-021,0SGkqnVQo9KPytSri1H6cF,bounce back,big sean,2017-02-03,222360,true,,0.785,0.575,-5.628,0,0.133,0.105,0,0.129,0.272,81.529,4
2017-01-024,0SuLAslEMFZAXf0SwY7syi,all time low,jon bellion,2016-06-10,217603,true,,0.617,0.567,-4.188,1,0.0828,0.0584,0,0.0933,0.505,90.246,4
2017-01-025,3dhjNA0jGA8vHBQ1VdD6vV,i feel it coming,the weeknd;daft punk,2016-11-25,269186,false,"french house,electronic,electro",0.773,0.819,-5.946,0,0.118,0.428,0,0.0679,0.585,92.987,4
2017-01-026,3QGsuHI8jO1Rx4JWLUh9jd,treat you better,shawn mendes,2017-04-20,187973,false,,0.443,0.82,-4.091,0,0.34,0.107,0,0.107,0.771,82.697,4
2017-01-027,2EjXfH91m7f8HiJN1yQg97,rockin' around the christmas tree,brenda lee,1964-10-19,126266,false,christmas,0.598,0.47,-8.744,1,0.0496,0.617,0,0.505,0.879,67.086,4
2017-01-028,0AS63m1wHv9n4VVRizK6Hc,mercy,shawn mendes,2017-04-20,208733,false,,0.554,0.662,-4.957,0,0.0821,0.126,0,0.111,0.338,148.122,4
2017-01-029,7vQbuQcyTflfCIOu3Uzzya,jingle bell rock,bobby helms,1957-12-02,130973,false,christmas,0.754,0.424,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,4
2017-01-034,1i1fxkWeaMmKEB4T7zqbzK,don't let me down,the chainsmokers;daya,2016-02-05,208373,false,,0.533,0.869,-5.093,1,0.173,0.156,0.00538,0.136,0.425,159.805,4
2017-01-038,7zsXy7vlHdItvUSH8EwQss,cold water,major lazer;justin bieber;mø,2016-07-22,185360,false,moombahton,0.608,0.798,-5.092,0,0.0432,0.0736,0,0.156,0.5,92.946,4
2017-01-042,7lGKEWMXVWWTt3X71Bv44I,unsteady,x ambassadors,2015-06-30,193546,false,,0.389,0.665,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,4
2017-01-046,77khP2fIVhSW23NwxrRluh,a holly jolly christmas,burl ives,1965-10-01,135533,false,christmas,0.682,0.375,-13.056,1,0.0303,0.579,0,0.076,0.888,140.453,4
2017-01-050,2FRnf9qhLbvw8fu4IBXx78,last christmas,wham!,1984-11-29,262960,false,christmas,0.735,0.478,-12.472,1,0.0293,0.189,0.00000248,0.355,0.947,107.682,4
2017-01-051,7xfzwPasShmaPL7gB7va3J,water under the bridge,adele,2015-11-20,240439,false,soft pop,0.59,0.833,-6.503,0,0.0615,0.0142,0.00000535,0.105,0.537,94.963,4
2017-01-061,5uCax9HTNlzGybIStD3vDh,say you won't let go,james arthur,2016-10-28,211477,false,soft pop,0.358,0.557,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4
2017-01-068,3kxfsdsCpFgN412fpnW85Y,redbone,childish gambino,2016-12-02,326933,true,,0.745,0.356,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,4
